PROVENANCE git_head 83a6200abe7e92e51898a19eb5be7b61f6df0164
PROVENANCE python 3.12.6
PROVENANCE python_flint 0.9.0
PROVENANCE arb_bits 140
DEPENDENCY scripts/certify_surface_remainder_delta0_r4_extension_007.py 2f47325347f1eb97b8c10d8bb217be70bac13df4dfacc3854359e28e9fa255a8
DEPENDENCY scripts/surface_remainder_delta0_r4_extension_007_split_cover.py 41676d810cb5b693f852a71cc1eaecdd072528447612c11ec9955639942bbc64
DEPENDENCY scripts/surface_remainder_delta0_outer_domain_v4.py 0c45b462fb2306dffb4419edcc1ae553879238431c697665d626559826465a6e
DEPENDENCY scripts/surface_remainder_delta0_outer_domain_v3.py 5b144eef88c1d4e2946f05f94afa6bf7f8a6680bafefa87f6efaf9fe931c4677
DEPENDENCY scripts/surface_remainder_delta0_outer_domain_v2.py 73d7a0e4ffb0893fbc26ac9bd127d076280083a64f9584b01c8deec81f08eed0
DEPENDENCY scripts/surface_remainder_delta0_r4_extension_007_probe.py 2dd8e7f8153de69fea4904f986853affaacb47ef4e61b2761c220abddb872cff
DEPENDENCY scripts/surface_remainder_delta0_r4_extension_probe.py c7938bdf681cc124ffafcd8a8e5b2193dde456233511e120c67a360704652315
DEPENDENCY scripts/surface_remainder_delta0_extension_probe.py 44f884b7766baede0ea8885a93692461f3e84be583ed78d0fb051530f90e4140
DEPENDENCY scripts/surface_remainder_delta0_series_cover_design.py d0f2529aae272ee99fcf83de400309cb96c60defb3ff09ff6ec966b92faf2428
DEPENDENCY scripts/surface_remainder_delta0_series_design.py 3bf631c2efca03284d2e1a0b6308a9536792f16b8003637114da143adbb9e063
DEPENDENCY scripts/surface_remainder_delta0_companion_error.py c492b6f3183b8c03675418888e2aae8a974eea7c416ebba8d112c6698755b4d2
DEPENDENCY scripts/surface_remainder_delta0_derivative_tail.py 63a147ff86d9ae08e596f38629f0e490211a0ba5ac64ccd95823907eab43258b
DEPENDENCY scripts/surface_remainder_delta0_fourth_coefficient.py aba6b6e3cc85b3a21672ee68981dd1e1db32e755fca33e5c35398fd0739ddd6d
DEPENDENCY scripts/surface_remainder_s2_direct_judge.py b99267ae931e05c4d8d6e5535ebc5d62f85e863d367a8e66fd0f34b7d8b6b780
DEPENDENCY scripts/surface_bessel_integral_remainder.py a872dec36e1dbfe89f357afcc89bfec64ae375b31325458f9f2fcfb9926c246e
CONFIG delta_max 7/1000 physical_inner 23/20 band_radius 137/10 core_boxes 0:1/200,1/200:3/500,3/500:7/1000 annulus_births 0:7 start 0 stop 119 grid_ranges ((0, 118, 96), (119, 157, 192))
ROW {"C_value": "[2556.1478375268709105293701016469171347740 +/- 7.85e-38]", "Y4": "7790.1745116213251094450242817401885986328125000000000000000000000000000000000000", "band_radius": "137/10", "grid": 96, "index": 0, "margin": "[0.4555 +/- 7.43e-5]", "margin_lower": "[0.45551599899347623301234982324097502585017794707273781535198010177811640533904636 +/- 1.58e-81]", "t_hi": "1/50", "t_lo": "0/1"}
ROW {"C_value": "[2556.2540239235184021477343316139256185623 +/- 7.10e-38]", "Y4": "7795.5539547250056493510328436968848109245300292968750000000000000000000000000000", "band_radius": "137/10", "grid": 96, "index": 1, "margin": "[0.455 +/- 4.25e-4]", "margin_lower": "[0.45524958474461734686908903175228432704108464965986618560985523510790544134082287 +/- 4.38e-81]", "t_hi": "1/25", "t_lo": "1/50"}
ROW {"C_value": "[2556.1921377880572259803903355517123347077 +/- 6.98e-38]", "Y4": "7802.1494405123346496111480519175529479980468750000000000000000000000000000000000", "band_radius": "137/10", "grid": 96, "index": 2, "margin": "[0.455 +/- 2.85e-4]", "margin_lower": "[0.45499338378115375535263723149035487810054516646698464236038911634472612935453474 +/- 4.30e-81]", "t_hi": "3/50", "t_lo": "1/25"}
ROW {"C_value": "[2555.9620616548347752287888290523797855960 +/- 6.63e-38]", "Y4": "7809.9635833258556907310321548720821738243103027343750000000000000000000000000000", "band_radius": "137/10", "grid": 96, "index": 3, "margin": "[0.455 +/- 2.53e-4]", "margin_lower": "[0.45474728349478629638044508490186762375402826723842126143716451872999079917934169 +/- 1.08e-81]", "t_hi": "2/25", "t_lo": "3/50"}
ROW {"C_value": "[2555.5638546403483318319788849896939173273 +/- 4.70e-38]", "Y4": "7819.0008972297849183519247162621468305587768554687500000000000000000000000000000", "band_radius": "137/10", "grid": 96, "index": 4, "margin": "[0.455 +/- 4.89e-4]", "margin_lower": "[0.45451108909199688809774803330733656116608320804731154056124138656491146256849922 +/- 2.21e-81]", "t_hi": "1/10", "t_lo": "2/25"}
ROW {"C_value": "[2554.9975973967920626922169820352783117137 +/- 7.62e-38]", "Y4": "7829.2664303266658265556543483398854732513427734375000000000000000000000000000000", "band_radius": "137/10", "grid": 96, "index": 5, "margin": "[0.455 +/- 7.16e-4]", "margin_lower": "[0.45428459299415673959271817638601883000546490936538698047189084872747042368812172 +/- 7.50e-83]", "t_hi": "3/25", "t_lo": "1/10"}
ROW {"C_value": "[2554.2633564367931355953728184138551879371 +/- 8.27e-38]", "Y4": "7840.7656147396740706767559458967298269271850585937500000000000000000000000000000", "band_radius": "137/10", "grid": 96, "index": 6, "margin": "[0.454 +/- 8.27e-4]", "margin_lower": "[0.45406758159981392405647582448280233036539819947386831861388669931537014831037258 +/- 3.82e-81]", "t_hi": "7/50", "t_lo": "3/25"}
ROW {"C_value": "[2553.3612433574094836217520179561716857352 +/- 6.78e-38]", "Y4": "7853.5047015004348409661361074540764093399047851562500000000000000000000000000000", "band_radius": "137/10", "grid": 96, "index": 7, "margin": "[0.454 +/- 7.37e-4]", "margin_lower": "[0.45385981247362527497693774741123329256007169432379326258328376124509273786462577 +/- 2.98e-81]", "t_hi": "4/25", "t_lo": "7/50"}
ROW {"C_value": "[2552.2914904526569699184857336510373296163 +/- 8.15e-38]", "Y4": "7867.4912615009924952147457588580437004566192626953125000000000000000000000000000", "band_radius": "137/10", "grid": 96, "index": 8, "margin": "[0.454 +/- 6.55e-4]", "margin_lower": "[0.45366098935262429912826955420592221702642921527589519102668146375958440672656198 +/- 1.92e-81]", "t_hi": "9/50", "t_lo": "4/25"}
ROW {"C_value": "[2551.0541030750410611999362911929030422107 +/- 7.83e-38]", "Y4": "7882.7325579205267427340686481329612433910369873046875000000000000000000000000000", "band_radius": "137/10", "grid": 96, "index": 9, "margin": "[0.454 +/- 5.83e-4]", "margin_lower": "[0.45347085521250221100088500499756878281801292922988036149428682890690883860677448 +/- 3.43e-81]", "t_hi": "1/5", "t_lo": "9/50"}
